"Player","Pos","School","Weight","X40yd","Vertical","Bench","BroadJump","X3Cone","Shuttle","Drafted","height_total_in","PositionGroup"
"A.J. Edds","OLB","Iowa",246,4.62,33,16,117,7.19,4.28,"1",76,"LB"
"A.J. Jefferson","CB","Fresno State",193,4.42,44,7,126,6.72,4,"0",72,"DB"
"Adam Ulatoski","OG","Texas",300,5.52,26,24,94,7.98,4.99,"0",77,"OLINE"
"Adrian Tracy","OLB","William & Mary",248,4.76,35.5,20,110,7.08,4.34,"1",75,"LB"
"Albert McClellan","ILB","Marshall",247,4.75,36.5,26,119,7.24,4.21,"0",73,"LB"
"Alterraun Verner","CB","UCLA",189,4.52,32,11,116,6.7,4.12,"1",70,"DB"
"Andre Roberts","WR","Citadel",195,4.4,36,15,120,6.77,4.15,"1",71,"WR"
"Anthony Davis","OT","Rutgers",323,5.36,33,21,99,8.17,4.97,"1",77,"OLINE"
"Anthony Dixon","RB","Mississippi State",233,4.67,33,15,121,7.09,4.49,"1",73,"RB"
"Anthony McCoy","TE","USC",259,4.71,35.5,19,113,6.99,4.57,"1",76,"TE"
"Antonio Brown","WR","Central Michigan",186,4.56,33.5,13,105,6.98,4.18,"1",70,"WR"
"Arthur Moats","OLB","James Madison",246,4.64,36.5,24,122,7.22,4.37,"1",72,"LB"
"Barry Church","S","Toledo",222,4.69,36,19,121,6.65,4.17,"0",73,"DB"
"Ben Tate","RB","Auburn",220,4.34,40.5,26,124,6.91,4.12,"1",71,"RB"
"Blair White","WR","Michigan State",209,4.49,33.5,18,115,6.69,4.03,"0",74,"WR"
"Brandon Carter","OG","Texas Tech",329,5.34,24.5,22,102,7.82,4.94,"0",78,"OLINE"
"Brandon Ghee","CB","Wake Forest",192,4.37,37,15,127,6.75,4.07,"1",72,"DB"
"Brian Jackson","CB","Oklahoma",202,4.65,35.5,20,120,6.76,4.22,"0",73,"DB"
"Bruce Campbell","OT","Maryland",314,4.75,32,34,101,7.58,4.69,"1",78,"OLINE"
"Bryan Bulaga","OT","Iowa",314,5.2,27.5,26,98,7.7,4.75,"1",77,"OLINE"
"Cam Thomas","DT","North Carolina",330,5.16,29,31,102,7.68,4.78,"1",76,"DLINE"
"Carlos Dunlap","DE","Florida",277,4.68,31.5,21,111,7.21,4.61,"1",78,"DLINE"
"Carlton Mitchell","WR","South Florida",215,4.46,36,16,122,6.96,4.55,"1",75,"WR"
"Chad Jones","S","LSU",221,4.59,36,9,115,6.83,4.14,"1",74,"DB"
"Chris Bell","WR","Norfolk State",211,4.5,35,15,117,6.76,4.35,"0",74,"WR"
"Chris Chancellor","CB","Clemson",177,4.49,34,14,115,6.85,4.07,"0",69,"DB"
"Chris Cook","CB","Virginia",212,4.45,38,7,132,6.88,4.23,"1",74,"DB"
"Chris DeGeare","OG","Wake Forest",325,5.12,32.5,27,103,7.84,4.9,"1",76,"OLINE"
"Chris Hawkins","CB","LSU",187,4.43,35,16,118,6.91,4.46,"0",72,"DB"
"Chris Scott","OG","Tennessee",319,5.52,22.5,19,90,8.24,5.03,"1",77,"OLINE"
"Ciron Black","OG","LSU",327,5.53,25.5,23,91,8.52,5.13,"0",76,"OLINE"
"Cole Pemberton","OT","Colorado State",315,5.37,22.5,18,96,7.65,4.77,"0",79,"OLINE"
"Cornelius Brown","CB","Texas-El Paso",198,4.59,31.5,11,118,6.87,4.24,"0",71,"DB"
"Crezdon Butler","CB","Clemson",191,4.43,39.5,17,121,7.08,4.23,"1",72,"DB"
"Dace Richardson","OG","Iowa",320,5.76,23.5,19,87,8.58,5.38,"0",77,"OLINE"
"Damian Williams","WR","USC",197,4.52,38,19,118,6.79,4.24,"1",73,"WR"
"Dan Williams","DT","Tennessee",327,5.19,32,27,96,7.88,4.87,"1",74,"DLINE"
"Daniel Te'o-Nesheim","DE","Washington",263,4.73,37,29,121,6.91,4.18,"1",75,"DLINE"
"David Gettis","WR","Baylor",217,4.43,34.5,15,124,6.94,4.41,"1",75,"WR"
"David Reed","WR","Utah",191,4.56,37,15,114,6.95,4.38,"1",72,"WR"
"Dekoda Watson","OLB","Florida State",240,4.55,40,24,134,7.06,4.11,"1",73,"LB"
"Dennis Pitta","TE","BYU",245,4.68,34,27,113,6.72,4.17,"1",76,"TE"
"Devin McCourty","CB","Rutgers",193,4.38,36,16,126,6.7,4.07,"1",71,"DB"
"Dexter Davis","OLB","Arizona State",244,4.62,35,25,109,7.08,4.3,"1",73,"LB"
"Dezmon Briscoe","WR","Kansas",207,4.66,33,9,115,7.1,4.57,"1",74,"WR"
"Dominique Franks","CB","Oklahoma",194,4.46,33.5,10,117,7.32,4.33,"1",71,"DB"
"Donald Jones","WR","Youngstown State",214,4.46,41,20,119,6.9,4.2,"0",72,"WR"
"Dorian Brooks","OG","James Madison",306,5.15,23,26,100,7.73,4.66,"0",74,"OLINE"
"Dorin Dickerson","TE","Pittsburgh",226,4.4,43.5,24,125,6.96,4.3,"1",73,"TE"
"Earl Mitchell","DT","Arizona",296,4.75,28.5,25,107,7.68,4.55,"1",74,"DLINE"
"Ed Dickson","TE","Oregon",249,4.59,34,23,115,7.32,4.59,"1",76,"TE"
"Emmanuel Sanders","WR","SMU",186,4.4,39.5,12,126,6.64,4.1,"1",71,"WR"
"Eric Berry","S","Tennessee",211,4.4,43,19,130,6.8,4.23,"1",72,"DB"
"Eric Olsen","C","Notre Dame",306,5.25,29.5,35,93,7.5,4.82,"1",76,"OLINE"
"Erik Cook","C","New Mexico",318,5.55,25,19,94,8.24,4.99,"1",78,"OLINE"
"Garrett Graham","TE","Wisconsin",243,4.71,34.5,20,112,7.09,4.35,"1",75,"TE"
"Geno Atkins","DT","Georgia",293,4.75,33,34,117,7.33,4.43,"1",73,"DLINE"
"George Selvie","DE","South Florida",252,4.93,30.5,24,109,7.48,4.63,"1",76,"DLINE"
"Gerald McCoy","DT","Oklahoma",295,5.04,30.5,23,114,7.32,4.48,"1",76,"DLINE"
"Golden Tate","WR","Notre Dame",199,4.42,35,17,120,7.12,4.34,"1",70,"WR"
"Greg Hardy","DE","Mississippi",281,4.82,35,21,117,7.25,4.65,"1",76,"DLINE"
"Harry Coleman","S","LSU",211,4.56,33,13,115,7.24,4.42,"0",73,"DB"
"J.D. Walton","C","Baylor",300,5.19,27,24,101,7.6,4.69,"1",75,"OLINE"
"Jacoby Ford","WR","Clemson",186,4.28,33.5,15,115,7,4.44,"1",69,"WR"
"Jahvid Best","RB","California",199,4.34,32.5,18,113,6.75,4.17,"1",70,"RB"
"Jamar Chaney","ILB","Mississippi State",242,4.54,39,26,124,6.9,4.29,"1",73,"LB"
"James Starks","RB","Buffalo",218,4.5,36,15,119,6.89,4.23,"1",74,"RB"
"Jammie Kirlew","DE","Indiana",260,5.05,33,26,111,7.5,4.74,"1",73,"DLINE"
"Jared Odrick","DT","Penn State",304,5.03,29,26,106,7.22,4.59,"1",77,"DLINE"
"Jared Perry","WR","Missouri",178,4.51,33.5,11,121,6.75,4.39,"0",73,"WR"
"Jared Veldheer","OT","Hillsdale",312,5.06,33.5,32,109,7.4,4.51,"1",80,"OLINE"
"Jason Pierre-Paul","DE","South Florida",270,4.71,30.5,19,115,7.18,4.67,"1",77,"DLINE"
"Jason Worilds","OLB","Virginia Tech",254,4.65,38,24,114,6.95,4.29,"1",73,"LB"
"Jay Ross","DT","East Carolina",313,5.1,32,30,100,7.83,4.64,"0",75,"DLINE"
"Jermaine Gresham","TE","Oklahoma",261,4.66,35,20,113,7.07,4.53,"1",77,"TE"
"Jerome Murphy","CB","South Florida",196,4.5,38,16,127,6.87,4.05,"1",72,"DB"
"Jerry Hughes","OLB","TCU",255,4.65,34.5,26,118,6.99,4.15,"1",74,"LB"
"Joe Haden","CB","Florida",193,4.52,35,18,125,6.94,4.34,"1",71,"DB"
"Joe Hawley","C","UNLV",297,5.21,26,35,105,7.5,4.73,"1",75,"OLINE"
"John Conner","FB","Kentucky",246,4.64,35,24,111,7.15,4.32,"1",71,"RB"
"Jonathan Dwyer","RB","Georgia Tech",229,4.64,33,15,107,7.56,4.67,"1",71,"RB"
"Josh Hull","ILB","Penn State",237,4.93,32.5,25,115,6.86,4.07,"1",75,"LB"
"Joshua Moore","CB","Kansas State",188,4.5,36.5,2,122,6.74,4.07,"1",71,"DB"
"Junior Galette","OLB","Temple",257,4.77,33.5,25,113,7.04,4.16,"0",74,"LB"
"Justin Cole","OLB","San Jose State",242,4.76,34.5,22,117,7.13,4.42,"0",75,"LB"
"Justin Woodall","S","Alabama",223,4.64,34,13,118,6.88,4.17,"0",73,"DB"
"Kam Chancellor","S","Virginia Tech",231,4.62,32,22,116,7.36,4.41,"1",75,"DB"
"Kareem Jackson","CB","Alabama",196,4.4,37.5,13,118,6.92,4.14,"1",70,"DB"
"Kavell Conner","OLB","Clemson",242,4.59,33.5,24,110,7.36,4.6,"1",72,"LB"
"Keaton Kristick","OLB","Oregon State",234,4.7,34,16,120,6.96,4.21,"0",75,"LB"
"Kendrick Lewis","S","Mississippi",198,4.73,31.5,16,116,6.88,4.33,"1",72,"DB"
"Kevin Basped","DE","Nevada",258,4.75,29,26,104,7.54,4.88,"0",76,"DLINE"
"Kevin Thomas","CB","USC",192,4.41,34.5,19,126,6.82,4.18,"1",72,"DB"
"Kurtis Gregory","OG","Missouri",305,5.31,25.5,26,91,7.62,4.93,"0",76,"OLINE"
"Kyle Bosworth","OLB","UCLA",236,4.69,32.5,25,117,6.67,4.11,"0",73,"LB"
"Kyle Calloway","OT","Iowa",323,5.46,23.5,22,92,7.96,4.86,"1",78,"OLINE"
"Kyle Jolly","OT","North Carolina",311,5.36,21.5,20,89,7.89,4.87,"0",78,"OLINE"
"Kyle McCarthy","S","Notre Dame",205,4.58,34,24,117,6.74,4.13,"0",72,"DB"
"Kyle Williams","WR","Arizona State",188,4.4,33,11,118,7,4.19,"1",70,"WR"
"Lamarr Houston","DT","Texas",305,4.84,33.5,30,114,7.61,4.71,"1",75,"DLINE"
"Larry Asante","S","Nebraska",212,4.62,37.5,14,118,7,4.17,"1",72,"DB"
"LeGarrette Blount","RB","Oregon",241,4.7,35,18,117,6.85,4.49,"0",72,"RB"
"Lee Campbell","ILB","Minnesota",247,4.88,34,17,108,7.27,4.4,"0",74,"LB"
"Levi Brown","QB","Troy",229,4.93,31.5,20,106,7.07,4.43,"1",75,"QB"
"Lindsey Witten","DE","Connecticut",250,4.7,36.5,23,115,7.32,4.62,"0",76,"DLINE"
"Linval Joseph","DT","East Carolina",328,5.09,30,39,100,8.12,4.71,"1",76,"DLINE"
"Lonyae Miller","RB","Fresno State",221,4.43,36.5,26,120,7.2,4.54,"0",71,"RB"
"Lorenzo Washington","DT","Alabama",291,5.21,30,25,107,7.4,4.68,"0",76,"DLINE"
"Lucien Antoine","S","Oklahoma State",215,4.62,32,28,120,7.38,4.47,"0",72,"DB"
"Major Wright","S","Florida",206,4.44,37.5,14,119,6.95,4.36,"1",71,"DB"
"Malcolm Sheppard","DT","Arkansas",285,5.11,28,19,100,7.81,4.78,"0",74,"DLINE"
"Manase Tonga","FB","BYU",245,4.84,32,19,105,7.44,4.69,"0",71,"RB"
"Marcus Easley","WR","Connecticut",210,4.39,34,16,123,6.94,4.6,"1",75,"WR"
"Marshall Newhouse","OG","TCU",319,4.99,25,25,97,7.4,4.6,"1",76,"OLINE"
"Matt Tennant","C","Boston Col.",300,5.15,25,27,98,7.6,4.62,"1",77,"OLINE"
"Mike Iupati","OG","Idaho",331,5.24,27.5,27,92,7.85,4.93,"1",77,"OLINE"
"Mike McLaughlin","ILB","Boston Col.",242,4.84,38.5,29,114,6.85,4.11,"0",72,"LB"
"Mike Neal","DT","Purdue",294,4.87,33,31,113,7.53,4.53,"1",75,"DLINE"
"Mike Tepper","OG","California",324,5.31,26.5,28,94,7.95,5.25,"0",77,"OLINE"
"Mike Williams","WR","Syracuse",221,4.53,33.5,8,116,6.9,4.31,"1",73,"WR"
"Montario Hardesty","RB","Tennessee",225,4.49,41,21,124,6.87,4.14,"1",72,"RB"
"Myron Rolle","S","Florida State",215,4.59,36,21,124,6.94,4.15,"1",74,"DB"
"Nate Triplett","OLB","Minnesota",250,4.7,33,20,115,7.02,4.37,"1",75,"LB"
"Navorro Bowman","OLB","Penn State",242,4.7,29.5,26,115,6.91,4.59,"1",72,"LB"
"Ndamukong Suh","DT","Nebraska",307,5.03,35.5,32,105,7.21,4.44,"1",76,"DLINE"
"Nyan Boateng","WR","California",204,4.66,36,14,112,7.35,4.69,"0",73,"WR"
"Pat Angerer","ILB","Iowa",235,4.71,35,26,110,7.04,4.29,"1",72,"LB"
"Pat Paschall","RB","North Dakota State",209,4.65,38.5,15,118,7.02,4.33,"0",72,"RB"
"Reshad Jones","S","Georgia",214,4.51,39.5,24,118,7.43,4.54,"1",73,"DB"
"Riar Geer","FB","Colorado",256,5,33,13,106,7.13,4.29,"0",75,"RB"
"Ricky Sapp","OLB","Clemson",252,4.65,34,23,114,7.29,4.41,"1",76,"LB"
"Roddrick Muckelroy","OLB","Texas",246,4.68,31,19,110,7.25,4.39,"1",74,"LB"
"Rodger Saffold","OT","Indiana",316,5.21,29.5,27,113,7.42,4.67,"1",77,"OLINE"
"Ryan Mathews","RB","Fresno State",218,4.37,36,19,121,7,4.33,"1",72,"RB"
"Sam Young","OT","Notre Dame",316,5.2,29.5,29,104,7.73,4.87,"1",80,"OLINE"
"Scott Long","WR","Louisville",216,4.46,41.5,20,123,6.45,4.09,"0",74,"WR"
"Sean Weatherspoon","OLB","Missouri",239,4.62,40,34,123,6.99,4.38,"1",73,"LB"
"Selvish Capers","OT","West Virginia",308,5.11,30.5,19,106,7.68,4.68,"1",77,"OLINE"
"Sergio Kindle","OLB","Texas",250,4.65,36.5,25,118,7.26,4.53,"1",75,"LB"
"Seyi Ajirotutu","WR","Fresno State",204,4.6,36,14,115,7.22,4.39,"0",75,"WR"
"Shawn Lauvao","OG","Arizona State",315,5.22,26.5,33,101,7.56,4.51,"1",75,"OLINE"
"Shay Hodge","WR","Mississippi",209,4.62,33.5,11,117,6.9,4.32,"0",73,"WR"
"Shelley Smith","OG","Colorado State",300,5.03,34,26,112,7.67,4.71,"1",75,"OLINE"
"Simoni Lawrence","OLB","Minnesota",232,4.59,40,21,123,7.3,4.43,"0",72,"LB"
"Stephan Virgil","CB","Virginia Tech",183,4.69,34,12,113,7.11,4.35,"0",71,"DB"
"Stephen Williams","WR","Toledo",210,4.5,36.5,15,125,6.81,4.11,"0",76,"WR"
"Taylor Price","WR","Ohio",204,4.4,37,16,114,6.82,4.34,"1",72,"WR"
"Ted Larsen","C","North Carolina State",304,5.19,24,26,96,7.81,4.66,"1",75,"OLINE"
"Thaddeus Gibson","OLB","Ohio State",243,4.78,32,32,115,6.84,4.27,"1",74,"LB"
"Thomas Welch","OT","Vanderbilt",307,5.42,29,29,105,7.67,4.8,"1",78,"OLINE"
"Tim Hiller","QB","West. Michigan",229,4.97,32.5,18,118,7.1,4.54,"0",76,"QB"
"Toby Gerhart","RB","Stanford",231,4.5,38,22,118,6.94,4.25,"1",72,"RB"
"Tony Moeaki","TE","Iowa",245,4.69,34,18,113,7.1,4.42,"1",75,"TE"
"Tony Washington","OT","Appalachian State",311,5.25,29.5,33,114,7.52,4.84,"0",78,"OLINE"
"Torell Troup","DT","Central Florida",314,5.12,29,34,98,7.61,4.73,"1",75,"DLINE"
"Travis Goethel","ILB","Arizona State",240,4.81,35,21,111,6.93,4.54,"1",74,"LB"
"Trent Williams","OT","Oklahoma",315,4.81,34.5,23,113,7.64,4.63,"1",77,"OLINE"
"Trevard Lindley","CB","Kentucky",183,4.51,38.5,9,116,6.81,4.27,"1",71,"DB"
"Trindon Holliday","WR","LSU",166,4.34,42,10,116,6.54,4.48,"1",65,"WR"
"Tyson Alualu","DE","California",295,4.87,35.5,21,116,7.15,4.43,"1",74,"DLINE"
"Vladimir Ducasse","OT","Massachusetts",332,5.21,26,29,91,8.25,4.97,"1",76,"OLINE"
"Willie Young","DE","North Carolina State",251,4.88,38,25,118,7.24,4.56,"1",77,"DLINE"
"A.J. Green","WR","Georgia",211,4.48,34.5,18,126,6.91,4.21,"1",76,"WR"
"Aaron Williams","CB","Texas",204,4.55,37.5,18,127,6.72,4.07,"1",72,"DB"
"Adam Grant","OT","Arizona",325,5.54,26.5,25,99,8.25,5,"0",78,"OLINE"
"Adrian Moten","OLB","Maryland",228,4.53,31,18,114,7.05,4.21,"0",74,"LB"
"Ahmad Black","S","Florida",184,4.7,35.5,18,119,6.85,4.2,"1",69,"DB"
"Akeem Ayers","OLB","UCLA",254,4.81,31,18,116,7.49,4.28,"1",74,"LB"
"Aldon Smith","DE","Missouri",263,4.74,34,20,118,7.19,4.5,"1",76,"DLINE"
"Aldrick Robinson","WR","SMU",184,4.35,40,17,126,6.65,4.09,"1",70,"WR"
"Alex Green","RB","Hawaii",225,4.45,34,20,114,6.91,4.15,"1",72,"RB"
"Alex Linnenkohl","C","Oregon State",304,5.36,26.5,24,89,7.67,4.62,"0",74,"OLINE"
"Allen Bailey","DE","Miami (FL)",285,4.71,36.5,27,117,7.43,4.56,"1",75,"DLINE"
"Allen Bradford","RB","USC",242,4.53,29,28,113,6.97,4.39,"1",71,"RB"
"Allen Reisner","FB","Iowa",248,4.9,28,14,108,7.31,4.59,"0",74,"RB"
"Andre Holmes","WR","Hillsdale",210,4.51,35,11,130,6.69,4.31,"0",76,"WR"
"Andrew Jackson","OG","Fresno State",299,5.27,28,25,98,7.55,4.65,"1",77,"OLINE"
"Anthony Allen","RB","Georgia Tech",228,4.56,41.5,24,120,6.79,4.06,"1",73,"RB"
"Anthony Castonzo","OT","Boston Col.",311,5.21,29.5,28,105,7.25,4.4,"1",79,"OLINE"
"Anthony Sherman","FB","Connecticut",242,4.74,32.5,32,111,7.23,4.41,"1",70,"RB"
"Armon Binns","WR","Cincinnati",209,4.5,31.5,13,118,6.86,4.31,"0",75,"WR"
"Austin Pettis","WR","Boise State",209,4.56,33.5,14,120,6.68,3.88,"1",75,"WR"
"Brandon Bair","DE","Oregon",276,4.92,28,26,114,7.07,4.37,"0",78,"DLINE"
"Brandon Burton","CB","Utah",190,4.5,32,18,118,6.93,4.07,"1",72,"DB"
"Brandon Fusco","C","Slippery Rock",306,5.18,28.5,26,108,7.29,4.43,"1",76,"OLINE"
"Brandon Harris","CB","Miami (FL)",191,4.46,35.5,13,113,6.77,4.12,"1",69,"DB"
"Brandon Saine","RB","Ohio State",220,4.4,34.5,22,113,6.98,4.25,"0",71,"RB"
"Brandyn Thompson","CB","Boise State",189,4.5,33.5,13,114,6.66,4.12,"1",69,"DB"
"Brian Rolle","OLB","Ohio State",229,4.53,33,28,115,6.89,4.26,"1",70,"LB"
"Brooks Reed","OLB","Arizona",263,4.65,30.5,30,113,7.11,4.28,"1",74,"LB"
"Bruce Miller","OLB","Central Florida",254,4.81,31,35,113,7.05,4.34,"1",73,"LB"
"Buster Skrine","CB","Tenn-Chattanooga",186,4.37,37,20,122,6.44,3.9,"1",69,"DB"
"Cameron Graham","TE","Louisville",244,5,31,18,105,7.19,4.51,"0",75,"TE"
"Cameron Jordan","DE","California",287,4.74,31,25,117,7.07,4.37,"1",76,"DLINE"
"Cecil Shorts","WR","Mount Union",205,4.5,34.5,21,114,6.5,4.07,"1",72,"WR"
"Cedric Thornton","DT","Southern Arkansas",309,5.25,27,23,101,7.7,4.71,"0",75,"DLINE"
"Charles Clay","FB","Tulsa",245,4.69,33.5,18,118,7.07,4.15,"1",75,"RB"
"Charlie Gantt","TE","Michigan State",252,4.85,30.5,27,112,7.15,4.4,"0",76,"TE"
"Cheta Ozougwu","DE","Rice",247,4.84,34.5,26,119,7.06,4.31,"1",74,"DLINE"
"Chris Carter","OLB","Fresno State",248,4.58,36,27,114,6.88,4.34,"1",73,"LB"
"Chris Conte","S","California",197,4.52,35.5,18,127,7.01,4.19,"1",74,"DB"
"Chris Hairston","OT","Clemson",326,5.38,29,33,96,7.9,4.7,"1",78,"OLINE"
"Chris Neild","DT","West Virginia",319,5.06,29,30,106,7.56,4.46,"1",74,"DLINE"
"Chris White","ILB","Mississippi State",240,4.65,34,17,115,6.95,4.25,"1",75,"LB"
"Cliff Matthews","DE","South Carolina",257,4.81,32,17,112,7.21,4.37,"1",75,"DLINE"
"Clint Boling","OG","Georgia",308,5.28,31,28,102,7.66,4.64,"1",77,"OLINE"
"Colby Whitlock","DT","Texas Tech",302,5.27,30.5,25,105,7.73,4.75,"0",74,"DLINE"
"Colin McCarthy","ILB","Miami (FL)",238,4.59,36.5,23,119,6.93,4.2,"1",73,"LB"
"Corey Liuget","DT","Illinois",298,4.97,27.5,27,102,7.48,4.68,"1",74,"DLINE"
"Cortez Allen","CB","Citadel",197,4.5,35.5,18,129,6.76,4.01,"1",73,"DB"
"Curtis Brown","CB","Texas",185,4.51,39.5,10,128,6.59,4,"1",72,"DB"
"Curtis Marsh","CB","Utah State",197,4.42,37.5,12,123,6.87,4.07,"1",72,"DB"
"D'Aundre Reed","DE","Arizona",261,4.84,35.5,30,119,7.24,4.32,"1",76,"DLINE"
"D.J. Smith","OLB","Appalachian State",239,4.71,31,20,104,7.35,4.45,"1",71,"LB"
"D.J. Williams","TE","Arkansas",245,4.59,33.5,20,111,7.29,4.51,"1",74,"TE"
"Da'Norris Searcy","S","North Carolina",223,4.55,33,27,120,6.87,4.09,"1",71,"DB"
"Da'Rel Scott","RB","Maryland",211,4.4,34,19,117,7.15,4.2,"1",71,"RB"
"Damien Berry","RB","Miami (FL)",211,4.58,33.5,23,120,7,4.12,"0",70,"RB"
"Daniel Kilgore","OG","Appalachian State",308,5.28,32.5,23,105,7.59,4.68,"1",75,"OLINE"
"Danny Watkins","OG","Baylor",310,5.36,26,29,92,7.61,4.62,"1",75,"OLINE"
"Darren Evans","RB","Virginia Tech",227,4.56,35,26,111,6.96,4.46,"0",72,"RB"
"David Arkin","OG","Missouri State",300,5.31,29,25,103,7.6,4.63,"1",77,"OLINE"
"Davon House","CB","New Mexico State",200,4.44,33.5,14,109,6.65,4.12,"1",72,"DB"
"DeAndre Brown","WR","Southern Miss",233,4.59,29,20,117,6.93,4.33,"0",78,"WR"
"DeMarco Murray","RB","Oklahoma",213,4.37,34.5,21,124,7.28,4.18,"1",72,"RB"
"DeMarcus Love","OT","Arkansas",315,5.18,26.5,27,97,7.84,4.84,"1",76,"OLINE"
"Delone Carter","RB","Syracuse",222,4.54,37,27,120,6.92,4.07,"1",69,"RB"
"Demarcus Van Dyke","CB","Miami (FL)",176,4.28,33.5,5,121,6.97,4.09,"1",73,"DB"
"Denarius Moore","WR","Tennessee",194,4.43,36,13,118,6.78,4.15,"1",72,"WR"
"Derek Newton","OT","Arkansas State",311,5,25.5,24,100,7.76,5,"1",77,"OLINE"
"Derek Sherrod","OT","Mississippi State",321,5.18,28,23,97,7.43,4.63,"1",77,"OLINE"
"Derrick Locke","RB","Kentucky",188,4.37,37.5,16,118,6.98,4.15,"0",68,"RB"
"Dion Lewis","RB","Pittsburgh",193,4.56,34.5,17,112,6.9,4.18,"1",67,"RB"
"Dontay Moch","OLB","Nevada",248,4.4,42,21,128,7.09,4.38,"1",73,"LB"
"Doug Hogue","OLB","Syracuse",235,4.62,36,18,121,7.09,4.57,"1",74,"LB"
"Drake Nevis","DT","LSU",294,5.06,30.5,31,112,7.71,4.65,"1",73,"DLINE"
"Dwayne Harris","WR","East Carolina",203,4.53,34,10,111,6.77,4.21,"1",70,"WR"
"Eric Hagg","S","Nebraska",209,4.62,34.5,18,121,6.73,4.19,"1",73,"DB"
"Evan Royster","RB","Penn State",212,4.65,34,20,113,7.07,4.18,"1",72,"RB"
"Greg Jones","ILB","Michigan State",242,4.75,31.5,21,117,7.27,4.27,"1",72,"LB"
"Greg Little","WR","North Carolina",231,4.51,40.5,27,129,6.8,4.21,"1",74,"WR"
"Greg Lloyd","ILB","Connecticut",246,4.8,32,22,109,7.17,4.46,"1",73,"LB"
"Greg Salas","WR","Hawaii",210,4.53,37,15,120,6.65,4.1,"1",73,"WR"
"Isaiah Thompson","OG","Houston",300,6,25,23,82,9.04,5.56,"0",75,"OLINE"
"J.J. Watt","DE","Wisconsin",290,4.81,37,34,120,6.88,4.21,"1",77,"DLINE"
"J.T. Thomas","OLB","West Virginia",241,4.65,30.5,23,114,7.23,4.28,"1",73,"LB"
"Jah Reid","OT","Central Florida",327,5.32,29.5,28,111,7.73,4.65,"1",79,"OLINE"
"Jaiquawn Jarrett","S","Temple",198,4.62,30,14,113,6.95,4.14,"1",72,"DB"
"Jalil Brown","CB","Colorado",204,4.52,35.5,24,116,6.85,4.25,"1",73,"DB"
"Jamar Newsome","WR","Central Florida",200,4.46,38.5,13,129,6.83,4.22,"0",72,"WR"
"Jamel Hamler","WR","Fresno State",193,4.59,32,4,112,7.16,4.18,"0",73,"WR"
"James Brewer","OT","Indiana",323,5.21,26,25,100,7.84,4.81,"1",78,"OLINE"
"Jamie Harper","RB","Clemson",233,4.53,36.5,24,120,7.16,4.39,"1",71,"RB"
"Jarriel King","OT","South Carolina",317,5.03,30,23,114,7.6,4.77,"0",77,"OLINE"
"Jarvis Jenkins","DT","Clemson",310,5.03,26.5,17,98,7.42,4.83,"1",76,"DLINE"
"Jeremy Beal","DE","Oklahoma",262,5.14,28.5,22,106,7.19,4.46,"1",74,"DLINE"
"Jerrard Tarrant","S","Georgia Tech",204,4.57,33,14,114,6.92,4.21,"0",72,"DB"
"Jerrel Jernigan","WR","Troy",185,4.46,37.5,11,124,7.07,4.25,"1",69,"WR"
"Jerrell Powe","DT","Mississippi",335,5.25,25,27,93,8.17,5.06,"1",74,"DLINE"
"Jimmy Smith","CB","Colorado",211,4.42,36,24,123,6.93,4.06,"1",74,"DB"
"Jimmy Young","WR","TCU",204,4.5,37,19,115,7.08,4.18,"0",72,"WR"
"Jock Sanders","WR","West Virginia",181,4.5,34.5,19,121,6.78,4.13,"0",66,"WR"
"Joe Barksdale","OT","LSU",325,5.31,29,29,103,8.27,4.75,"1",77,"OLINE"
"Joe Lefeged","S","Rutgers",210,4.42,36.5,18,122,6.82,4.13,"0",72,"DB"
"John Graves","DT","Virginia Tech",286,5.09,28.5,29,114,7.49,4.49,"0",75,"DLINE"
"John Moffitt","OG","Wisconsin",319,5.51,30.5,23,102,7.79,4.53,"1",76,"OLINE"
"Jon Baldwin","WR","Pittsburgh",228,4.49,42,20,129,7.07,4.34,"1",76,"WR"
"Jordan Cameron","TE","USC",254,4.53,37.5,23,119,6.82,4.03,"1",77,"TE"
"Jordan Todman","RB","Connecticut",203,4.4,38,25,126,7.24,4.18,"1",69,"RB"
"Joseph Morgan","WR","Michigan State",189,4.38,35.5,10,123,6.91,4.25,"0",72,"WR"
"Josh Thomas","CB","Buffalo",191,4.46,38.5,13,126,6.99,4.15,"1",70,"DB"
"Julian Vandervelde","OG","Iowa",301,5.12,31,23,104,7.46,4.59,"1",74,"OLINE"
"Julio Jones","WR","Alabama",220,4.34,38.5,17,135,6.66,4.25,"1",75,"WR"
"Julius Thomas","TE","Portland State",246,4.64,35.5,16,111,6.96,4.31,"1",77,"TE"
"Jurrell Casey","DT","USC",300,5.04,27.5,26,101,7.51,4.78,"1",73,"DLINE"
"Justin Houston","OLB","Georgia",270,4.62,36.5,30,125,6.95,4.37,"1",75,"LB"
"Justin Rogers","CB","Richmond",180,4.45,33,14,114,7.21,4.2,"1",70,"DB"
"K.J. Wright","OLB","Mississippi State",246,4.71,32,20,120,7.26,4.46,"1",75,"LB"
"Keith Williams","OG","Nebraska",318,5.28,24.5,23,93,8.42,5.03,"1",76,"OLINE"
"Kendall Hunter","RB","Oklahoma State",199,4.46,35,24,122,6.74,4.21,"1",67,"RB"
