"Player","Pos","School","Weight","X40yd","Vertical","Bench","BroadJump","X3Cone","Shuttle","Drafted","height_total_in","PositionGroup"
"Juston Burris","CB","North Carolina State",212,4.53,36.5,19,122,7.1,4.4,"1",72,"DB"
"Keanu Neal","S","Florida",211,4.62,38,17,132,7.09,4.38,"1",72,"DB"
"Kenneth Dixon","RB","Louisiana Tech",215,4.56,37.5,18,121,6.97,4.28,"1",70,"RB"
"Kentrell Brothers","OLB","Missouri",245,4.89,28.5,19,110,6.99,4.11,"1",72,"LB"
"Kenyan Drake","RB","Alabama",210,4.45,34.5,10,123,7.04,4.21,"1",73,"RB"
"Kevin Peterson","CB","Oklahoma State",181,4.58,35.5,14,121,6.94,4.31,"0",70,"DB"
"Keyarris Garrett","WR","Tulsa",220,4.53,36.5,14,128,7.3,4.33,"0",75,"WR"
"Lamarcus Brutus","S","Florida State",206,4.76,33,14,114,7.08,4.33,"0",72,"DB"
"Leshaun Sims","CB","Southern Utah",203,4.53,37,11,120,7.08,4.19,"1",72,"DB"
"Malcolm Mitchell","WR","Georgia",198,4.45,36,15,129,6.94,4.34,"1",72,"WR"
"Maliek Collins","DT","Nebraska",311,5.03,29.5,25,109,7.53,4.52,"1",74,"DLINE"
"Marquez North","WR","Tennessee",223,4.48,35,17,123,6.9,4.13,"0",74,"WR"
"Marshaun Coprich","RB","Illinois State",207,4.47,34,17,112,7.26,4.58,"0",68,"RB"
"Matt Ioannidis","DT","Temple",299,5.03,28,32,108,7.78,4.71,"1",75,"DLINE"
"Matt Judon","DE","Grand Valley State",275,4.73,35,30,109,7.67,4.52,"1",75,"DLINE"
"Matt Skura","C","Duke",305,5.39,24,27,103,7.89,4.76,"0",75,"OLINE"
"Maurice Canady","CB","Virginia",193,4.49,38,16,124,7.03,4.09,"1",73,"DB"
"Mehdi Abdesmad","DE","Boston Col.",284,5.1,29.5,25,108,7.55,4.62,"0",78,"DLINE"
"Mekale McKay","WR","Cincinnati",207,4.55,35,12,123,7.08,4.63,"0",76,"WR"
"Michael Thomas","WR","Ohio State",212,4.57,35,18,126,6.8,4.13,"1",75,"WR"
"Miles Killebrew","S","Southern Utah",217,4.65,38,22,127,6.93,4.18,"1",74,"DB"
"Montese Overton","OLB","East Carolina",223,4.61,34,18,123,7.15,4.47,"0",74,"LB"
"Nelson Spruce","WR","Colorado",206,4.69,35,12,114,7.09,4.2,"0",73,"WR"
"Nick Kwiatkoski","ILB","West Virginia",243,4.73,32,19,120,7.16,4.22,"1",74,"LB"
"Nick Martin","C","Notre Dame",299,5.22,28,28,97,7.57,4.72,"1",76,"OLINE"
"Nick Vannett","TE","Ohio State",257,4.76,30.5,17,111,7.05,4.2,"1",78,"TE"
"Nila Kasitati","OG","Oklahoma",317,5.32,27.5,12,107,8.3,4.83,"0",75,"OLINE"
"Noah Spence","DE","East. Kentucky",251,4.8,35,25,121,7.21,4.35,"1",74,"DLINE"
"Pearce Slater","OT","San Diego State",329,5.42,23,17,92,8.36,5.12,"0",79,"OLINE"
"Peyton Barber","RB","Auburn",228,4.64,32.5,20,111,7,4.21,"0",70,"RB"
"Romeo Okwara","DE","Notre Dame",265,4.9,33,23,120,7.38,4.53,"0",77,"DLINE"
"Ronald Blair","DE","Appalachian State",284,5.15,30,32,113,7.95,4.53,"1",74,"DLINE"
"Ryan Kelly","C","Alabama",311,5.03,30,26,103,7.58,4.59,"1",76,"OLINE"
"Ryan Malleck","TE","Virginia Tech",247,4.77,34.5,18,121,7,4.33,"0",76,"TE"
"Ryan Smith","CB","North Carolina Central",189,4.47,36,18,122,6.88,4.09,"1",71,"DB"
"Sean Davis","CB","Maryland",201,4.46,37.5,21,126,6.64,3.97,"1",73,"DB"
"Sebastian Tretola","OG","Arkansas",314,5.45,23.5,22,90,7.94,5.02,"1",76,"OLINE"
"Shadrach Thornton","RB","North Carolina State",217,4.75,31,12,116,6.85,4.21,"0",72,"RB"
"Shawn Oakman","DE","Baylor",287,4.96,32,23,123,7.53,4.56,"0",80,"DLINE"
"Sheldon Day","DT","Notre Dame",293,5.07,30,21,102,7.44,4.5,"1",73,"DLINE"
"Sheldon Rankins","DT","Louisville",299,5.03,34.5,28,118,7.44,4.59,"1",73,"DLINE"
"Shilique Calhoun","DE","Michigan State",251,4.82,35,23,115,6.97,4.25,"1",76,"DLINE"
"Spencer Drango","OT","Baylor",315,5.27,27,30,100,7.88,4.66,"1",78,"OLINE"
"Stephane Nembot","OT","Colorado",322,5.39,26.5,32,103,8.55,5.15,"0",79,"OLINE"
"Sterling Bailey","DE","Georgia",285,5.23,30,20,111,7.46,4.73,"0",76,"DLINE"
"Sterling Shepard","WR","Oklahoma",194,4.48,41,20,123,7,4.35,"1",70,"WR"
"Steve Longa","ILB","Rutgers",241,4.78,32,19,116,7.5,4.56,"0",73,"LB"
"Steven Daniels","ILB","Boston Col.",243,4.86,32,16,112,7.33,4.54,"1",71,"LB"
"Tavon Young","CB","Temple",183,4.46,34.5,9,118,6.8,3.93,"1",69,"DB"
"Taylor Decker","OT","Ohio State",310,5.23,29,20,101,7.7,4.76,"1",79,"OLINE"
"Temarrick Hemingway","TE","South Carolina State",244,4.71,30.5,18,115,6.88,4.31,"1",77,"TE"
"Thomas Duarte","TE","UCLA",231,4.72,33.5,12,118,6.97,4.24,"1",74,"TE"
"Trevor Davis","WR","California",188,4.42,38.5,11,124,6.6,4.22,"1",73,"WR"
"Tyler Boyd","WR","Pittsburgh",197,4.58,34,11,119,6.9,4.35,"1",73,"WR"
"Tyler Johnstone","OT","Oregon",301,5.21,30.5,24,104,7.31,4.6,"0",77,"OLINE"
"Tyler Marz","OT","Wisconsin",316,5.54,27.5,19,99,8.38,4.97,"0",79,"OLINE"
"Tyler Matakevich","OLB","Temple",238,4.81,31,22,112,7.19,4.5,"1",72,"LB"
"Tyvis Powell","S","Ohio State",211,4.46,34.5,15,120,7.03,4.25,"0",75,"DB"
"Ufomba Kamalu","DE","Miami (FL)",295,5.01,25,26,106,7.32,4.58,"0",77,"DLINE"
"Vadal Alexander","OT","LSU",326,5.57,24,25,95,8.04,4.9,"1",77,"OLINE"
"Vernon Butler","DT","Louisiana Tech",323,5.33,29.5,26,104,7.82,4.76,"1",76,"DLINE"
"Vincent Valentine","DT","Nebraska",329,5.19,29,17,110,8.03,4.59,"1",76,"DLINE"
"Wendell Smallwood","RB","West Virginia",208,4.47,33.5,14,120,6.83,4.28,"1",70,"RB"
"Will Fuller","WR","Notre Dame",186,4.32,33.5,10,126,6.93,4.27,"1",72,"WR"
"Willie Beavers","OT","West. Michigan",321,5.28,25.5,20,103,7.96,4.71,"1",77,"OLINE"
"Willie Henry","DT","Michigan",303,5,30.5,28,110,7.57,4.53,"1",75,"DLINE"
"Xavien Howard","CB","Baylor",201,4.58,33,11,122,7.18,4.15,"1",72,"DB"
"Yannick Ngakoue","DE","Maryland",252,4.75,34.5,26,118,7.35,4.5,"1",74,"DLINE"
"Aaron Jones","RB","Texas-El Paso",208,4.56,37.5,16,127,6.82,4.2,"1",69,"RB"
"Adam Bisnowaty","OT","Pittsburgh",304,5.23,29.5,23,96,8.02,4.94,"1",78,"OLINE"
"Adam Shaheen","TE","Ashland",278,4.79,32.5,24,121,7.09,4.38,"1",78,"TE"
"Al-Quadin Muhammad","DE","Miami (FL)",253,4.88,30.5,22,117,7.25,4.47,"1",75,"DLINE"
"Alex Anzalone","OLB","Florida",241,4.63,30.5,16,116,6.88,4.25,"1",75,"LB"
"Amba Etta-Tawo","WR","Syracuse",208,4.49,31,14,126,6.95,4.32,"0",73,"WR"
"Anthony Walker Jr.","ILB","Northwestern",238,4.65,30.5,23,116,7.23,4.34,"1",73,"LB"
"Antonio Garcia","OT","Troy",302,5.15,31,24,108,7.98,4.94,"1",78,"OLINE"
"Artavis Scott","WR","Clemson",193,4.61,31,13,116,7.19,4.49,"0",70,"WR"
"Avery Gennesy","OG","Texas A&M",318,5.35,20,24,91,8.08,5,"0",75,"OLINE"
"Avery Moss","DE","Youngstown State",264,4.79,32.5,14,114,7.25,4.43,"1",75,"DLINE"
"Ben Braden","OG","Michigan",329,5.04,28,25,102,7.85,4.9,"0",78,"OLINE"
"Ben Gedeon","ILB","Michigan",244,4.75,34.5,27,119,6.98,4.13,"1",74,"LB"
"Brian Allen","CB","Utah",215,4.48,34.5,15,117,6.64,4.34,"1",75,"DB"
"Brian Hill","RB","Wyoming",219,4.54,34,15,125,7.03,4.32,"1",73,"RB"
"Brooks Ellis","ILB","Arkansas",240,4.79,29.5,18,115,6.8,4.25,"0",74,"LB"
"Bryan Cox Jr.","DE","Florida",265,4.89,26.5,16,109,7.36,4.46,"0",75,"DLINE"
"Budda Baker","S","Washington",195,4.45,32.5,15,115,6.76,4.08,"1",70,"DB"
"Caleb Brantley","DT","Florida",307,5.14,27,21,105,7.66,4.62,"1",75,"DLINE"
"Cameron Lee","OG","Illinois State",312,5.44,25.5,18,100,8.02,4.75,"0",77,"OLINE"
"Carl Lawson","DE","Auburn",261,4.67,33,35,114,7.46,4.19,"1",74,"DLINE"
"Carlos Henderson","WR","Louisiana Tech",199,4.46,36,13,131,7.18,4.35,"1",71,"WR"
"Carroll Phillips","OLB","Illinois",242,4.64,30,23,123,7.06,4.37,"0",75,"LB"
"Chad Hansen","WR","California",202,4.53,35,11,119,6.74,4.13,"1",74,"WR"
"Channing Stribling","CB","Michigan",188,4.6,31.5,5,114,6.94,4.56,"0",73,"DB"
"Charles Harris","DE","Missouri",253,4.82,32,21,109,7.47,4.42,"1",75,"DLINE"
"Charles Walker","DT","Oklahoma",310,4.96,28,25,107,7.89,4.96,"0",74,"DLINE"
"Chase Roullier","C","Wyoming",312,5.54,26.5,19,97,7.6,4.47,"1",76,"OLINE"
"Chidobe Awuzie","CB","Colorado",202,4.43,34.5,16,132,6.81,4.14,"1",72,"DB"
"Chris Godwin","WR","Penn State",209,4.42,36,19,126,7.01,4,"1",73,"WR"
"Christian McCaffrey","RB","Stanford",202,4.48,37.5,10,121,6.57,4.22,"1",71,"RB"
"Chuck Clark","S","Virginia Tech",208,4.54,34,16,122,6.85,4.07,"1",72,"DB"
"Connor Harris","ILB","Lindenwood",242,4.73,33,18,114,7.13,4.31,"0",71,"LB"
"Cordrea Tankersley","CB","Clemson",199,4.4,29.5,13,121,7,4.32,"1",73,"DB"
"Corey Levin","OG","Tenn-Chattanooga",307,5.16,26.5,26,106,7.55,4.73,"1",76,"OLINE"
"Curtis Samuel","WR","Ohio State",196,4.31,37,18,119,7.09,4.33,"1",71,"WR"
"D.J. Jones","DT","Akron",319,5.04,28.5,25,108,7.73,4.65,"1",73,"DLINE"
"Daeshon Hall","DE","Texas A&M",266,4.76,36,18,123,7.03,4.38,"1",77,"DLINE"
"Dalvin Cook","RB","Florida State",210,4.49,30.5,22,116,7.27,4.53,"1",70,"RB"
"Dan Feeney","OG","Indiana",305,5.24,28,26,101,7.52,4.68,"1",76,"OLINE"
"Danny Isidora","OG","Miami (FL)",306,5.03,29,26,94,8.13,4.9,"1",75,"OLINE"
"Dare Ogunbowale","RB","Wisconsin",213,4.65,35,14,120,6.99,4.34,"0",71,"RB"
"Darrell Daniels","TE","Washington",247,4.55,32,17,116,7.09,4.47,"0",75,"TE"
"David Njoku","TE","Miami (FL)",246,4.64,37.5,21,133,6.97,4.34,"1",76,"TE"
"David Sharpe","OT","Florida",343,5.44,20.5,19,97,7.87,4.78,"1",78,"OLINE"
"Delano Hill","S","Michigan",216,4.47,33.5,17,115,6.96,4.27,"1",73,"DB"
"Derek Rivers","DE","Youngstown State",248,4.61,35,30,123,6.94,4.4,"1",76,"DLINE"
"Devine Redding","RB","Indiana",205,4.76,30.5,16,116,7.18,4.46,"0",68,"RB"
"Dion Dawkins","OG","Temple",314,5.11,26,26,106,7.3,4.78,"1",76,"OLINE"
"Dorian Johnson","OG","Pittsburgh",300,5.27,30,21,114,8.39,5.09,"1",77,"OLINE"
"Drew Morgan","WR","Arkansas",190,4.74,30,10,112,6.85,4.12,"0",72,"WR"
"Duke Riley","OLB","LSU",232,4.58,34.5,18,122,6.89,4.21,"1",72,"LB"
"Dylan Donahue","OLB","West Georgia",248,4.75,29.5,26,116,7.02,4.46,"1",75,"LB"
"Eddie Vanderdoes","DT","UCLA",305,4.99,28.5,28,111,7.69,4.39,"1",75,"DLINE"
"Elijah McGuire","RB","Louisiana",214,4.53,36,15,120,7.26,4.56,"1",70,"RB"
"Elijah Qualls","DT","Washington",313,5.13,31.5,33,105,7.65,4.66,"1",73,"DLINE"
"Erik Austell","OG","Charleston Southern",301,5.23,27.5,24,107,8.13,4.9,"0",75,"OLINE"
"Ethan Cooper","OG","Indiana (PA)",322,5.36,24.5,26,99,8.02,4.88,"0",74,"OLINE"
"Ethan Pocic","C","LSU",310,5.15,27,26,107,7.89,4.81,"1",78,"OLINE"
"Evan Engram","TE","Mississippi",234,4.42,36,19,125,6.92,4.23,"1",75,"TE"
"Fadol Brown","DE","Mississippi",273,4.94,34,19,115,7.24,4.44,"0",76,"DLINE"
"Forrest Lamp","OG","Western Kentucky",309,5,27.5,34,111,7.55,4.62,"1",76,"OLINE"
"Fred Ross","WR","Mississippi State",213,4.51,35,10,113,6.99,4.28,"0",73,"WR"
"Freddie Stevenson","FB","Florida State",234,4.75,28,24,111,7.65,4.45,"0",72,"RB"
"Gabe Marks","WR","Washington State",189,4.56,29.5,11,117,7.01,4.2,"0",71,"WR"
"Gareon Conley","CB","Ohio State",195,4.44,37,11,129,6.68,4.18,"1",72,"DB"
"Garrett Sickels","DE","Penn State",261,4.9,28,20,105,7.21,4.41,"0",75,"DLINE"
"Gerald Everett","TE","South Alabama",239,4.62,37.5,22,126,6.99,4.33,"1",75,"TE"
"Haason Reddick","OLB","Temple",237,4.52,36.5,24,133,7.01,4.37,"1",73,"LB"
"Hayden Plinke","TE","Texas-El Paso",264,4.97,28,18,109,7.55,4.59,"0",76,"TE"
"Ifeadi Odenigbo","DE","Northwestern",258,4.72,31.5,25,128,7.26,4.4,"1",75,"DLINE"
"Isaac Asiata","OG","Utah",323,5.34,25.5,35,102,7.83,4.93,"1",75,"OLINE"
"Isaiah Ford","WR","Virginia Tech",194,4.61,35.5,14,127,6.94,4.34,"1",73,"WR"
"Isaiah McKenzie","WR","Georgia",173,4.42,36,11,123,6.64,4.15,"1",67,"WR"
"Jadar Johnson","S","Clemson",206,4.6,33,19,119,6.9,4.2,"0",72,"DB"
"Jaleel Johnson","DT","Iowa",316,5.38,28,19,100,7.64,4.62,"1",75,"DLINE"
"Jalen Myrick","CB","Minnesota",200,4.28,37.5,13,124,7.06,4.22,"1",70,"DB"
"Jalen Robinette","WR","Air Force",220,4.62,31.5,13,120,6.77,4.46,"0",75,"WR"
"Jamal Adams","S","LSU",214,4.56,31.5,18,120,6.96,4.13,"1",72,"DB"
"James Quick","WR","Louisville",186,4.6,31,11,115,7,4.39,"0",72,"WR"
"Jehu Chesson","WR","Michigan",204,4.47,35.5,10,132,6.7,4.09,"1",75,"WR"
"Jeremiah Ledbetter","DT","Arkansas",280,4.84,32.5,29,113,7.55,4.56,"1",75,"DLINE"
"Jerome Lane","WR","Akron",226,4.6,35,16,125,6.87,4.12,"0",74,"WR"
"Jerry Ugokwe","OT","William & Mary",321,5.61,26,18,103,8.35,5.17,"0",79,"OLINE"
"Joe Williams","RB","Utah",210,4.41,35,14,125,7.19,4.19,"1",71,"RB"
"John Johnson","S","Troy",205,4.61,37,14,119,6.72,4.18,"1",73,"DB"
"Jon Toth","C","Kentucky",307,5.51,25.5,21,100,8.09,4.84,"0",77,"OLINE"
"Jonathan Allen","DT","Alabama",286,5,30,21,108,7.49,4.5,"1",75,"DLINE"
"Jordan Morgan","OG","Kutztown Pennsylvania",309,5.36,27,21,102,8.13,4.73,"1",75,"OLINE"
"Jordan Willis","DE","Kansas State",255,4.53,39,24,125,6.85,4.28,"1",76,"DLINE"
"Josh Carraway","DE","TCU",242,4.74,29.5,25,120,7.2,4.44,"1",75,"DLINE"
"Josh Malone","WR","Tennessee",208,4.4,30.5,10,121,7.05,4.19,"1",75,"WR"
"Julien Davenport","OT","Bucknell",318,5.45,27,18,106,7.57,4.69,"0",79,"OLINE"
"Keevan Lucas","WR","Tulsa",192,4.55,32.5,11,119,7.23,4.43,"0",69,"WR"
"Keith Kelsey","ILB","Louisville",233,4.92,29.5,23,112,7.28,4.56,"0",72,"LB"
"Kendrick Bourne","WR","East. Washington",203,4.68,34,9,125,6.73,4.21,"0",73,"WR"
"Kenny Golladay","WR","Northern Illinois",218,4.5,35.5,18,120,7,4.15,"1",76,"WR"
"Kermit Whitfield","WR","Florida State",185,4.44,32.5,8,120,7.17,4.37,"0",68,"WR"
"Kevin Davis","ILB","Colorado State",235,4.91,30.5,11,110,7.18,4.38,"0",74,"LB"
"Kyle Fuller","C","Baylor",307,5.24,26,23,96,7.71,4.84,"1",77,"OLINE"
"Larry Ogunjobi","DE","Charlotte",305,4.97,32,26,116,7.55,4.75,"1",75,"DLINE"
"Malachi Dupre","WR","LSU",196,4.52,39.5,11,135,7.19,4.26,"1",74,"WR"
"Malik McDowell","DT","Michigan State",295,4.85,28.5,23,112,7.69,4.53,"1",78,"DLINE"
"Marcus Williams","S","Utah",202,4.56,43.5,14,129,6.85,4.2,"1",73,"DB"
"Montravius Adams","DT","Auburn",304,4.87,29,22,108,7.62,4.89,"1",76,"DLINE"
"Nate Theaker","OG","Wayne State (MI)",315,5.41,27,23,105,7.97,4.89,"0",77,"OLINE"
"Nico Siragusa","OG","San Diego State",319,5.35,32,28,110,7.71,4.56,"1",76,"OLINE"
"O.J. Howard","TE","Alabama",251,4.51,30,22,121,6.85,4.16,"1",78,"TE"
"Pat Elflein","C","Ohio State",303,5.32,23.5,22,99,7.94,4.71,"1",75,"OLINE"
"Pita Taumoepenu","OLB","Utah",243,4.67,28.5,24,112,6.91,4.33,"1",73,"LB"
"Quincy Adeboyejo","WR","Mississippi",197,4.42,34.5,8,123,6.73,4.14,"0",75,"WR"
"Quincy Wilson","CB","Florida",211,4.54,32,14,118,6.86,4.02,"1",73,"DB"
"Raekwon McMillan","ILB","Ohio State",240,4.61,33,23,121,7.15,4.39,"1",74,"LB"
"Rasul Douglas","CB","West Virginia",209,4.59,33.5,16,120,6.97,4.26,"1",74,"DB"
"Ricky Seals-Jones","WR","Texas A&M",243,4.69,28,17,121,7.46,4.33,"0",77,"WR"
"Robert Davis","WR","Georgia State",219,4.44,41,19,136,6.82,4.28,"1",75,"WR"
"Rodney Adams","WR","South Florida",189,4.44,29.5,8,125,6.98,4.28,"1",73,"WR"
"Ryan Glasgow","DT","Michigan",302,5.13,27.5,20,105,7.55,4.5,"1",75,"DLINE"
"Ryan Switzer","WR","North Carolina",181,4.51,32,11,116,6.77,4,"1",68,"WR"
"Sam Rogers","FB","Virginia Tech",231,4.93,32,19,114,7.27,4.34,"1",70,"RB"
"Sam Tevi","OT","Utah",311,5.27,26,15,107,7.84,4.6,"1",77,"OLINE"
"Samaje Perine","RB","Oklahoma",233,4.65,33,30,116,7.26,4.37,"1",71,"RB"
"Scott Orndoff","TE","Pittsburgh",253,4.84,27,17,112,7.37,4.45,"0",77,"TE"
"Sean Harlow","OG","Oregon State",303,5.15,30.5,26,105,8.16,4.81,"1",76,"OLINE"
"Shalom Luani","S","Washington State",202,4.55,31,12,116,6.87,4.21,"1",71,"DB"
"Shaquill Griffin","CB","Central Florida",194,4.38,38.5,17,132,6.87,4.14,"1",72,"DB"
"Shelton Gibson","WR","West Virginia",191,4.5,32,8,118,6.83,4.2,"1",71,"WR"
"Sojourn Shelton","CB","Wisconsin",177,4.51,35,10,120,6.92,4.02,"0",69,"DB"
"Solomon Thomas","DE","Stanford",273,4.69,35,30,126,6.95,4.28,"1",75,"DLINE"
"Stanley Williams","RB","Kentucky",190,4.51,36,18,121,6.86,4.18,"0",67,"RB"
"Stevie Tu'Ikolovatu","DT","USC",331,5.45,24.5,28,91,7.83,5,"1",73,"DLINE"
"T.J. Watt","OLB","Wisconsin",252,4.69,37,21,128,6.79,4.13,"1",76,"LB"
"Taco Charlton","DE","Michigan",277,4.92,33,25,116,7.17,4.39,"1",78,"DLINE"
"Takkarist McKinley","OLB","UCLA",250,4.59,33,24,122,7.48,4.62,"1",74,"LB"
"Tanoh Kpassagnon","DE","Villanova",289,4.83,30,23,128,7.46,4.62,"1",79,"DLINE"
"Tanzel Smart","DT","Tulane",296,5.24,27,22,105,7.53,4.57,"1",73,"DLINE"
"Tarell Basham","DE","Ohio",269,4.7,31.5,15,119,7.27,4.35,"1",76,"DLINE"
"Tashawn Bower","OLB","LSU",250,4.82,31.5,20,121,7.2,4.37,"0",77,"LB"
"Taylor Moton","OT","West. Michigan",319,5.18,30.5,23,109,7.73,4.58,"1",77,"OLINE"
"Taywan Taylor","WR","Western Kentucky",203,4.5,33.5,13,132,6.57,4.21,"1",71,"WR"
"Tedric Thompson","S","Colorado",204,4.6,32.5,17,117,7.11,4.36,"1",72,"DB"
"Travis Rudolph","WR","Florida State",189,4.65,31.5,12,114,6.93,4.46,"0",72,"WR"
"TreDavious White","CB","LSU",192,4.47,32,16,119,6.9,4.32,"1",71,"DB"
"Trent Taylor","WR","Louisiana Tech",181,4.63,33,13,117,6.74,4.01,"1",68,"WR"
"Victor Bolden Jr.","WR","Oregon State",178,4.54,32,9,117,6.83,4.22,"0",68,"WR"
"Vince Biegel","OLB","Wisconsin",246,4.67,33.5,21,118,6.92,4.3,"1",75,"LB"
"Vincent Taylor","DT","Oklahoma State",304,5.07,28.5,26,108,7.58,4.72,"1",75,"DLINE"
"Wayne Gallman","RB","Clemson",215,4.6,29.5,21,120,7.17,4.28,"1",72,"RB"
"Will Holden","OT","Vanderbilt",311,5.47,28,23,111,7.71,4.72,"1",79,"OLINE"
"Xavier Woods","S","Louisiana Tech",197,4.54,33.5,19,122,6.72,4.13,"1",71,"DB"
"Zach Banner","OG","USC",353,5.58,23.5,22,92,8.31,5.21,"1",80,"OLINE"
"Zach Cunningham","OLB","Vanderbilt",234,4.67,35,15,125,7.03,4.29,"1",75,"LB"
"Zach Pascal","WR","Old Dominion",219,4.55,36,14,126,7.11,4.29,"0",74,"WR"
"Zay Jones","WR","East Carolina",201,4.45,36.5,15,133,6.79,4.01,"1",74,"WR"
"Ade Aruna","DE","Tulane",262,4.6,38.5,18,128,7.53,4.48,"1",78,"DLINE"
"Alex Cappa","OT","Humboldt State",305,5.39,26.5,24,97,8.04,4.84,"1",78,"OLINE"
"Andre Chachere","CB","San Jose State",200,4.49,38,13,123,6.78,4.07,"0",72,"DB"
"Andrew Brown","DE","Virginia",296,5.03,28,31,101,7.51,4.48,"1",76,"DLINE"
"Anthony Averett","CB","Alabama",185,4.36,31.5,13,119,6.93,4.4,"1",72,"DB"
"Austin Corbett","OG","Nevada",306,5.15,28,19,106,7.87,4.5,"1",76,"OLINE"
"Avonte Maddox","CB","Pittsburgh",180,4.39,37,13,125,6.51,4,"1",69,"DB"
"Azeem Victor","ILB","Washington",240,4.72,32.5,19,115,7.2,4.4,"1",73,"LB"
"B.J. Hill","DT","North Carolina State",311,4.99,26.5,35,101,7.28,4.53,"1",76,"DLINE"
"Bradley Chubb","DE","North Carolina State",269,4.65,36,24,121,7.37,4.41,"1",76,"DLINE"
"Brian Allen","C","Michigan State",298,5.34,26.5,27,99,7.81,4.71,"1",73,"OLINE"
"Brian O'neill","OT","Pittsburgh",297,4.82,29.5,22,107,7.14,4.5,"1",79,"OLINE"
"Byron Pringle","WR","Kansas State",203,4.46,33.5,15,120,6.87,4.4,"0",73,"WR"
"Calvin Ridley","WR","Alabama",189,4.43,31,15,110,6.88,4.41,"1",72,"WR"
"Cedrick Wilson","WR","Boise State",197,4.55,37,9,121,6.89,4.23,"1",74,"WR"
"Chase Edmonds","RB","Fordham",205,4.55,34,19,122,6.79,4.07,"1",69,"RB"
"Chris Warren","RB","Texas",247,4.69,33,25,121,6.98,4.18,"0",74,"RB"
"Christian Kirk","WR","Texas A&M",201,4.47,35.5,20,115,7.09,4.45,"1",70,"WR"
"Christian Sam","ILB","Arizona State",244,4.75,32,28,114,7.03,4.25,"1",74,"LB"
"Chukwuma Okorafor","OT","West. Michigan",320,5.31,23.5,19,102,7.87,4.8,"1",78,"OLINE"
"Colby Gossett","OG","Appalachian State",311,5.2,25,32,103,7.6,4.83,"1",77,"OLINE"
"Cole Madison","OL","Washington State",308,5.33,28.5,26,97,7.86,4.88,"1",77,"OLINE"
"Connor Williams","OT","Texas",296,5.05,34,26,112,7.83,4.63,"1",77,"OLINE"
"Courtland Sutton","WR","SMU",218,4.54,35.5,18,124,6.57,4.11,"1",75,"WR"
"D.J. Moore","WR","Maryland",210,4.42,39.5,15,132,6.95,4.07,"1",72,"WR"
"Dalton Schultz","TE","Stanford",244,4.75,32,15,120,7,4.4,"1",77,"TE"
"Dane Cruikshank","S","Arizona",206,4.41,38.5,25,121,6.89,4.24,"1",73,"DB"
"Daron Payne","DT","Alabama",311,4.95,28.5,27,107,7.58,4.71,"1",74,"DLINE"
"Dashawn Hand","DE","Alabama",297,4.83,31.5,28,111,7.98,4.62,"0",76,"DLINE"
"David Wells","TE","San Diego State",256,4.75,33,20,116,7.5,4.59,"0",78,"TE"
"Davontae Harris","CB","Illinois State",200,4.43,32.5,22,123,6.96,4.4,"1",72,"DB"
